,cell_types
24-1484,mDC
29-2229,fibroblast
9-2105,macrophage
24-231,T CD4 naive
19-418,neutrophil
24-2179,fibroblast
4-186,neutrophil
9-555,T CD4 naive
19-2511,T CD8 naive
9-2235,macrophage
14-755,B-cell
29-1801,fibroblast
4-3171,tumor
4-1130,tumor
9-1655,macrophage
9-1624,neutrophil
19-56,macrophage
24-1129,monocyte
29-371,tumor
4-2494,tumor
4-1541,tumor
4-3117,tumor
14-480,neutrophil
19-1675,tumor
24-1773,plasmablast
14-832,neutrophil
24-251,mDC
4-1825,tumor
4-738,epithelial
9-2073,neutrophil
24-1829,endothelial
24-2383,neutrophil
24-608,fibroblast
24-257,B-cell
29-1974,fibroblast
29-2908,endothelial
9-2472,macrophage
19-1515,neutrophil
19-1254,macrophage
14-2513,neutrophil
19-1474,macrophage
4-307,mDC
4-111,tumor
9-1021,NK
9-684,endothelial
14-1291,neutrophil
14-215,mast
29-2423,mDC
14-2382,fibroblast
19-1584,macrophage
19-946,neutrophil
29-1985,fibroblast
4-3353,endothelial
9-482,endothelial
19-1400,neutrophil
4-1719,tumor
4-29,tumor
9-2642,neutrophil
9-1103,NK
9-590,macrophage
24-2038,endothelial
29-1049,fibroblast
19-2194,macrophage
19-1710,tumor
4-1607,tumor
14-2202,neutrophil
14-324,endothelial
19-825,macrophage
19-615,macrophage
9-2422,neutrophil
9-753,NK
19-1969,macrophage
19-1374,neutrophil
29-591,fibroblast
14-2001,epithelial
24-463,mDC
24-331,macrophage
24-14,T CD4 naive
29-2887,fibroblast
24-1696,mDC
29-729,pDC
9-3144,neutrophil
14-1668,endothelial
19-2696,mast
24-723,mDC
14-469,neutrophil
29-3157,endothelial
29-2961,fibroblast
29-1138,mDC
14-1414,endothelial
19-2106,macrophage
19-1438,mast
24-1546,T CD4 naive
24-142,fibroblast
29-3104,fibroblast
29-2139,fibroblast
4-2230,tumor
4-2031,tumor
4-3125,tumor
4-631,neutrophil
9-1326,T CD8 naive
29-1409,fibroblast
4-3370,tumor
14-308,monocyte
19-1016,tumor
19-975,T CD4 naive
19-487,tumor
24-2263,neutrophil
24-2151,fibroblast
24-204,T CD8 naive
29-2933,neutrophil
29-1484,fibroblast
4-358,macrophage
14-1756,epithelial
4-3155,tumor
14-1188,tumor
14-827,neutrophil
14-2426,neutrophil
24-2495,T CD4 naive
29-468,tumor
4-1807,tumor
4-773,neutrophil
29-1719,pDC
4-1005,epithelial
29-1911,endothelial
4-249,neutrophil
4-2560,tumor
4-59,tumor
14-663,neutrophil
14-353,T CD4 naive
19-2197,macrophage
14-2275,neutrophil
19-1625,tumor
19-1187,macrophage
19-434,T CD4 naive
29-1961,fibroblast
29-1762,fibroblast
9-2717,macrophage
4-2470,tumor
19-122,macrophage
9-1466,endothelial
9-1067,macrophage
9-2957,fibroblast
19-1483,neutrophil
4-1968,tumor
14-302,neutrophil
4-3433,tumor
4-368,macrophage
24-183,fibroblast
29-2659,endothelial
29-311,tumor
9-1878,neutrophil
14-2623,epithelial
14-274,endothelial
19-2133,macrophage
4-739,neutrophil
24-943,fibroblast
29-1692,plasmablast
29-622,fibroblast
4-1677,tumor
14-2136,neutrophil
14-1151,mast
14-2403,epithelial
14-378,mDC
29-2753,fibroblast
9-1252,plasmablast
29-2966,fibroblast
29-1291,plasmablast
29-1004,plasmablast
29-938,plasmablast
4-2534,tumor
19-2644,B-cell
24-651,neutrophil
4-2166,tumor
9-2146,neutrophil
24-1111,B-cell
29-781,endothelial
14-397,B-cell
19-1654,tumor
19-1541,macrophage
29-1565,fibroblast
9-1209,pDC
19-1909,macrophage
24-2204,neutrophil
29-1978,fibroblast
9-2480,neutrophil
9-2322,macrophage
9-839,endothelial
24-565,fibroblast
24-386,T CD8 naive
4-3238,tumor
9-2389,neutrophil
14-2237,neutrophil
19-2742,plasmablast
24-1893,neutrophil
29-417,tumor
4-1945,tumor
9-3017,T CD4 naive
19-2238,macrophage
19-2048,macrophage
19-322,neutrophil
4-2683,tumor
4-1890,tumor
4-1753,tumor
9-1747,neutrophil
9-1422,mast
29-3030,fibroblast
4-3310,macrophage
19-358,mast
24-1821,plasmablast
24-1562,T CD4 naive
24-2255,neutrophil
24-2039,endothelial
19-1507,neutrophil
24-2183,monocyte
9-1824,neutrophil
29-2712,plasmablast
4-1544,tumor
9-2261,neutrophil
9-1994,endothelial
24-1345,fibroblast
24-264,plasmablast
29-1891,endothelial
4-1230,neutrophil
14-1739,endothelial
19-711,neutrophil
9-2961,fibroblast
19-2545,fibroblast
29-520,tumor
9-2112,macrophage
19-1813,neutrophil
19-1298,macrophage
24-2103,mDC
4-2429,tumor
4-1246,tumor
9-1524,T CD4 naive
29-1829,fibroblast
9-2064,epithelial
9-715,neutrophil
24-2564,neutrophil
24-85,endothelial
19-1480,neutrophil
4-3328,T CD4 memory
4-1407,tumor
4-407,NK
14-2207,neutrophil
19-2608,neutrophil
29-2999,fibroblast
29-337,tumor
9-1863,fibroblast
14-637,tumor
14-425,epithelial
24-1090,NK
4-274,neutrophil
14-2428,neutrophil
19-2504,neutrophil
4-3181,tumor
4-960,fibroblast
4-1814,tumor
14-1406,endothelial
19-2322,neutrophil
19-1224,macrophage
4-44,tumor
9-24,neutrophil
29-2317,endothelial
9-1327,NK
9-1099,epithelial
24-2067,fibroblast
24-15,endothelial
24-1206,mDC
24-1188,fibroblast
4-2273,tumor
4-1472,tumor
9-1400,neutrophil
29-606,neutrophil
4-1525,tumor
9-506,neutrophil
19-766,macrophage
29-3035,fibroblast
4-1654,tumor
4-761,neutrophil
9-2434,neutrophil
9-2965,T CD4 naive
14-1037,neutrophil
19-1017,tumor
19-799,neutrophil
29-1774,plasmablast
24-1955,neutrophil
24-2310,fibroblast
4-3349,tumor
14-186,epithelial
29-2418,B-cell
4-2467,tumor
14-589,endothelial
29-1233,plasmablast
4-220,tumor
14-1193,mast
19-2084,neutrophil
19-2714,neutrophil
29-1981,fibroblast
14-885,neutrophil
19-467,neutrophil
4-2700,tumor
4-1733,tumor
4-712,neutrophil
9-1940,plasmablast
4-1038,endothelial
9-3234,neutrophil
19-2342,neutrophil
29-480,tumor
9-2706,macrophage
29-2941,neutrophil
29-1034,fibroblast
29-2288,fibroblast
9-1983,fibroblast
19-2837,neutrophil
24-399,T CD4 naive
29-2635,NK
4-749,neutrophil
9-1472,endothelial
14-1376,fibroblast
19-1429,macrophage
24-688,NK
4-265,endothelial
9-1555,neutrophil
19-856,neutrophil
24-2245,neutrophil
29-1632,fibroblast
29-441,tumor
9-167,T CD4 naive
14-1235,neutrophil
24-1852,neutrophil
9-748,neutrophil
9-2197,macrophage
14-230,neutrophil
19-2621,macrophage
4-3251,tumor
4-1580,tumor
14-1450,epithelial
19-1671,tumor
29-2520,endothelial
29-2874,fibroblast
4-567,macrophage
9-2123,macrophage
24-2238,fibroblast
29-384,tumor
14-2267,neutrophil
24-2071,fibroblast
4-1869,tumor
19-2420,NK
14-2438,mDC
24-272,T CD4 naive
29-2020,fibroblast
29-555,tumor
4-1100,endothelial
4-514,mast
24-103,fibroblast
29-2373,B-cell
4-1999,neutrophil
4-3215,tumor
9-3204,neutrophil
24-499,macrophage
29-939,plasmablast
9-1914,macrophage
14-527,mast
24-1137,fibroblast
4-2122,tumor
4-1006,mast
14-2381,neutrophil
24-129,fibroblast
19-1558,neutrophil
9-1744,T CD8 naive
14-2551,neutrophil
14-1112,NK
24-1553,monocyte
4-2235,tumor
4-655,neutrophil
9-3088,endothelial
24-536,mDC
29-3113,mDC
29-2258,mDC
24-1658,fibroblast
9-1726,plasmablast
19-1867,macrophage
24-951,T CD8 naive
29-2482,endothelial
24-1257,fibroblast
29-339,tumor
19-792,neutrophil
29-2175,endothelial
19-2201,macrophage
24-2520,fibroblast
24-288,macrophage
9-2954,endothelial
14-673,mast
24-1049,macrophage
29-1413,B-cell
4-442,macrophage
9-1673,endothelial
4-3160,tumor
19-558,monocyte
19-361,NK
9-2464,neutrophil
9-2988,macrophage
24-1896,mDC
14-386,epithelial
24-2094,fibroblast
29-824,endothelial
29-716,plasmablast
29-513,tumor
14-2296,neutrophil
19-1498,neutrophil
4-753,neutrophil
4-685,neutrophil
19-706,endothelial
19-142,macrophage
24-1207,monocyte
24-1055,NK
24-2029,fibroblast
29-2309,endothelial
29-1849,fibroblast
29-786,endothelial
19-970,tumor
4-1120,endothelial
9-582,macrophage
14-989,neutrophil
24-2083,plasmablast
29-1375,NK
9-2648,macrophage
24-1094,mDC
4-3132,tumor
4-337,neutrophil
9-835,neutrophil
29-1329,plasmablast
4-1839,tumor
9-1765,T CD4 naive
4-1507,tumor
4-2773,endothelial
4-2074,fibroblast
19-1054,neutrophil
9-2763,neutrophil
19-739,macrophage
24-873,fibroblast
9-3232,macrophage
14-842,B-cell
9-2500,macrophage
9-502,neutrophil
19-1848,neutrophil
4-16,mast
19-2460,epithelial
4-1713,tumor
4-930,mast
14-2264,neutrophil
24-2588,neutrophil
29-3022,fibroblast
29-3011,macrophage
9-2858,neutrophil
19-655,endothelial
29-1954,endothelial
4-250,macrophage
29-349,tumor
9-2792,mast
9-9,neutrophil
14-236,neutrophil
24-924,fibroblast
4-3265,fibroblast
19-2399,endothelial
19-2809,neutrophil
14-2162,B-cell
14-504,endothelial
19-518,NK
19-2648,pDC
24-2033,endothelial
29-2432,B-cell
9-974,T CD4 naive
9-65,neutrophil
19-1599,neutrophil
19-611,macrophage
24-1784,mDC
29-1972,endothelial
29-1744,fibroblast
29-459,tumor
4-3168,tumor
9-2281,macrophage
9-1321,macrophage
14-2626,neutrophil
14-1153,macrophage
29-1428,T CD4 naive
9-2360,tumor
9-249,neutrophil
14-1951,mast
4-1388,tumor
9-1645,neutrophil
19-1966,macrophage
24-1680,plasmablast
4-1052,T CD4 memory
9-2246,macrophage
14-2099,neutrophil
14-1390,endothelial
14-908,neutrophil
9-3215,neutrophil
14-2225,neutrophil
19-1488,NK
4-3296,fibroblast
29-558,tumor
24-454,mDC
29-353,tumor
9-1861,T CD4 naive
29-1919,fibroblast
4-2119,tumor
4-1678,tumor
9-1228,neutrophil
14-1203,macrophage
19-2532,neutrophil
19-2313,mDC
19-2683,mDC
19-2642,endothelial
24-1865,macrophage
14-2413,fibroblast
9-3047,mast
14-2420,endothelial
24-2302,neutrophil
29-2501,T CD4 naive
29-2295,endothelial
4-2980,endothelial
9-798,neutrophil
24-2043,endothelial
29-2374,endothelial
4-221,neutrophil
9-238,neutrophil
9-164,macrophage
24-1969,neutrophil
24-145,fibroblast
4-2671,tumor
9-3185,neutrophil
24-1721,mDC
29-1843,mDC
4-403,neutrophil
9-1116,neutrophil
19-1111,tumor
19-1066,neutrophil
29-3044,fibroblast
29-1143,mDC
4-1797,fibroblast
29-399,tumor
19-881,neutrophil
4-2751,NK
24-1051,neutrophil
9-2966,fibroblast
14-2132,neutrophil
4-1587,tumor
4-1546,tumor
4-304,neutrophil
9-3039,macrophage
29-741,macrophage
29-302,tumor
9-3145,neutrophil
19-2766,neutrophil
4-3314,neutrophil
29-2261,pDC
29-1998,fibroblast
4-175,neutrophil
14-1076,macrophage
19-2277,epithelial
29-1908,fibroblast
19-1845,neutrophil
9-3210,macrophage
14-1333,fibroblast
14-124,tumor
19-481,plasmablast
24-981,endothelial
29-2651,T CD8 naive
4-1937,endothelial
9-1956,endothelial
29-2275,NK
9-1996,mast
19-1923,neutrophil
24-964,mDC
29-2109,mDC
29-2974,fibroblast
4-961,mDC
14-2410,endothelial
14-41,macrophage
29-2590,tumor
4-338,neutrophil
9-2813,neutrophil
24-711,neutrophil
4-1292,epithelial
9-1779,neutrophil
19-688,endothelial
29-1661,fibroblast
4-1478,tumor
9-2104,neutrophil
9-290,neutrophil
19-1316,neutrophil
4-579,mast
9-442,neutrophil
19-275,mast
24-1759,mDC
9-723,NK
24-583,plasmablast
14-1927,neutrophil
14-661,neutrophil
19-2569,macrophage
24-2230,endothelial
29-2468,fibroblast
14-2179,tumor
29-725,plasmablast
29-357,tumor
19-219,neutrophil
29-1419,T CD8 naive
29-854,plasmablast
19-2390,plasmablast
19-2128,macrophage
24-918,mDC
24-495,fibroblast
14-1753,monocyte
24-45,endothelial
4-2106,tumor
24-1495,T CD8 naive
29-3017,mast
9-1537,plasmablast
19-2820,neutrophil
19-1443,neutrophil
24-1886,NK
4-946,mDC
4-640,macrophage
4-2867,neutrophil
14-2627,neutrophil
24-191,pDC
29-948,T CD8 naive
9-1172,endothelial
14-1875,T CD4 naive
19-363,neutrophil
24-290,T CD4 memory
29-1811,monocyte
14-20,macrophage
24-381,monocyte
29-395,tumor
9-429,neutrophil
14-2095,neutrophil
19-1771,neutrophil
24-1275,mDC
24-2344,mDC
24-2045,endothelial
4-2023,neutrophil
4-443,macrophage
9-2466,macrophage
14-1045,monocyte
24-515,fibroblast
19-2060,macrophage
19-1617,neutrophil
24-226,T CD8 naive
29-2411,endothelial
29-884,pDC
4-1339,fibroblast
4-1013,fibroblast
9-2735,macrophage
9-2947,neutrophil
4-1420,tumor
24-868,monocyte
29-1867,fibroblast
29-1097,T CD4 naive
24-849,mDC
9-2536,macrophage
9-2933,mast
9-610,T CD8 naive
9-174,macrophage
24-16,fibroblast
4-1642,tumor
19-449,plasmablast
29-2385,endothelial
29-1360,endothelial
14-1154,macrophage
19-2624,neutrophil
24-1971,neutrophil
4-99,neutrophil
24-469,endothelial
29-1932,fibroblast
4-1749,fibroblast
14-2153,tumor
14-250,neutrophil
24-1406,mDC
29-3093,endothelial
4-1960,neutrophil
4-1805,mDC
19-2323,macrophage
29-1674,mDC
29-1214,endothelial
4-1103,macrophage
9-976,neutrophil
14-1954,neutrophil
19-2549,NK
29-1973,fibroblast
29-578,tumor
4-2071,fibroblast
4-1147,mast
9-2950,neutrophil
9-2942,neutrophil
29-1745,plasmablast
14-2414,endothelial
4-1897,neutrophil
4-140,neutrophil
4-1323,fibroblast
4-1238,endothelial
9-1807,neutrophil
9-1007,neutrophil
19-2514,mast
19-957,macrophage
19-52,macrophage
24-1828,neutrophil
24-153,T CD4 naive
14-1852,neutrophil
24-2041,endothelial
4-2145,tumor
4-229,neutrophil
19-149,macrophage
29-529,tumor
4-1845,plasmablast
4-1595,tumor
14-1904,neutrophil
14-1477,macrophage
24-314,neutrophil
29-798,T CD8 naive
19-1677,macrophage
19-731,epithelial
14-1019,T CD4 naive
19-539,endothelial
29-2305,endothelial
9-1406,neutrophil
9-2985,endothelial
14-745,mDC
14-80,macrophage
24-815,mDC
29-303,tumor
4-2179,tumor
9-1570,neutrophil
14-284,neutrophil
19-1225,T CD4 naive
29-1268,monocyte
4-1953,macrophage
24-1573,mDC
24-2277,mDC
24-682,mDC
29-2276,T CD4 naive
29-1991,fibroblast
14-109,macrophage
29-2244,T CD4 naive
29-1076,T CD4 naive
4-3055,NK
4-573,neutrophil
9-2914,NK
14-2080,neutrophil
19-2739,tumor
24-767,endothelial
29-748,pDC
4-2046,macrophage
19-2396,mDC
4-840,fibroblast
4-315,neutrophil
9-1328,plasmablast
19-1285,neutrophil
19-1051,tumor
9-2325,neutrophil
9-478,macrophage
9-2423,macrophage
24-1592,mDC
14-1704,neutrophil
14-1388,endothelial
14-1248,macrophage
24-1870,epithelial
24-2522,fibroblast
24-2052,fibroblast
29-380,tumor
29-261,tumor
19-2685,mast
24-598,plasmablast
9-2063,neutrophil
9-1533,B-cell
14-1540,neutrophil
24-2539,fibroblast
9-1272,plasmablast
14-1723,neutrophil
19-93,macrophage
29-1834,fibroblast
4-1585,epithelial
9-2388,neutrophil
19-1899,macrophage
19-2667,endothelial
24-1930,neutrophil
14-1533,neutrophil
24-1119,mDC
4-533,neutrophil
9-954,neutrophil
19-835,macrophage
24-346,monocyte
4-1385,fibroblast
29-1944,fibroblast
4-908,mDC
4-3210,macrophage
9-82,tumor
24-1775,NK
9-1763,neutrophil
9-918,neutrophil
14-1881,NK
14-1819,neutrophil
4-614,neutrophil
24-2078,plasmablast
4-935,mast
9-2136,B-cell
14-2014,neutrophil
24-1170,endothelial
29-1808,fibroblast
4-3329,macrophage
24-534,fibroblast
24-17,fibroblast
29-2466,T CD4 naive
29-2337,endothelial
29-341,tumor
4-1634,neutrophil
9-1195,neutrophil
9-47,neutrophil
14-941,B-cell
19-2877,macrophage
24-2005,neutrophil
24-398,mDC
9-2694,tumor
9-3239,macrophage
9-1607,neutrophil
29-2217,fibroblast
14-1767,neutrophil
14-1144,neutrophil
19-2612,neutrophil
29-301,tumor
4-1744,endothelial
4-1426,plasmablast
4-92,neutrophil
19-1009,macrophage
24-844,mDC
29-2434,T CD8 naive
4-372,macrophage
4-1723,fibroblast
9-1727,neutrophil
19-1363,macrophage
29-2402,B-cell
29-2986,fibroblast
4-1520,endothelial
14-443,neutrophil
19-596,macrophage
14-241,neutrophil
24-1418,NK
29-1905,fibroblast
9-2784,macrophage
9-3133,neutrophil
14-146,tumor
19-1714,neutrophil
19-259,macrophage
9-1991,neutrophil
9-1872,mDC
9-118,neutrophil
29-2958,fibroblast
4-2654,tumor
4-996,endothelial
4-277,neutrophil
19-353,neutrophil
24-1287,mDC
24-372,mDC
29-2371,T CD8 naive
4-17,macrophage
9-2344,neutrophil
24-178,pDC
4-2181,tumor
4-3086,neutrophil
9-1485,neutrophil
9-3029,tumor
19-2491,neutrophil
29-586,tumor
4-1979,fibroblast
4-1883,neutrophil
9-1548,NK
14-1806,neutrophil
29-925,fibroblast
29-375,tumor
14-866,macrophage
24-1398,NK
4-3297,fibroblast
9-932,neutrophil
24-1147,monocyte
9-744,macrophage
19-1618,macrophage
19-2614,neutrophil
9-979,neutrophil
9-702,B-cell
14-1956,neutrophil
29-2352,fibroblast
29-1335,T CD4 memory
29-508,tumor
4-3312,macrophage
4-1941,macrophage
4-474,neutrophil
19-1139,tumor
24-876,NK
29-2602,tumor
14-465,neutrophil
9-587,neutrophil
19-232,neutrophil
29-263,tumor
19-1775,B-cell
4-3341,fibroblast
14-1199,NK
24-462,fibroblast
29-1269,T CD4 naive
4-1330,NK
4-1161,neutrophil
14-31,macrophage
29-1750,plasmablast
4-3064,neutrophil
9-844,neutrophil
24-914,mDC
29-413,tumor
9-2446,neutrophil
19-2371,macrophage
19-2661,endothelial
19-45,macrophage
19-1662,macrophage
24-2589,macrophage
24-1629,mDC
4-1608,neutrophil
4-515,neutrophil
14-703,endothelial
19-619,epithelial
14-2416,fibroblast
19-926,neutrophil
24-557,fibroblast
29-2656,fibroblast
29-305,tumor
9-2050,NK
4-665,neutrophil
4-398,neutrophil
9-940,neutrophil
14-2425,fibroblast
24-287,pDC
19-1336,neutrophil
24-1670,mDC
29-2323,endothelial
4-564,neutrophil
14-1392,endothelial
9-1315,fibroblast
9-495,macrophage
4-2099,neutrophil
9-1998,neutrophil
29-3060,plasmablast
14-1894,neutrophil
19-1255,neutrophil
24-831,monocyte
29-2307,endothelial
4-1444,mast
4-1262,mDC
14-2530,neutrophil
14-88,neutrophil
4-2711,tumor
14-2338,neutrophil
19-131,macrophage
24-318,macrophage
29-679,T CD4 naive
14-2058,neutrophil
14-1747,neutrophil
14-2412,endothelial
19-79,neutrophil
14-1729,neutrophil
14-482,neutrophil
19-2334,epithelial
19-661,endothelial
29-1724,plasmablast
24-2002,neutrophil
29-2588,tumor
19-1974,macrophage
9-665,mast
19-1952,macrophage
29-2166,mDC
29-1125,monocyte
29-346,tumor
4-905,endothelial
9-217,neutrophil
14-2010,neutrophil
14-1679,tumor
4-2205,tumor
14-234,neutrophil
24-2054,fibroblast
29-146,tumor
4-3088,neutrophil
14-1610,neutrophil
14-1570,neutrophil
19-1407,neutrophil
24-1035,NK
29-1654,mDC
4-1202,mDC
4-224,macrophage
19-2550,tumor
29-1237,fibroblast
4-1403,neutrophil
24-1867,neutrophil
29-661,fibroblast
4-1650,tumor
14-118,neutrophil
24-1644,mDC
9-1425,neutrophil
29-1446,T CD4 naive
4-606,neutrophil
9-1897,neutrophil
9-1240,epithelial
19-1375,neutrophil
24-1247,mDC
29-2664,fibroblast
29-202,tumor
29-387,tumor
14-1653,neutrophil
24-1085,neutrophil
4-3607,tumor
4-295,macrophage
19-1842,neutrophil
24-970,monocyte
9-1055,macrophage
24-2253,NK
29-3117,fibroblast
4-3137,mast
14-721,endothelial
19-769,neutrophil
24-1392,T CD4 naive
24-2298,fibroblast
29-1789,T CD8 naive
4-1620,tumor
19-2440,NK
24-2157,endothelial
19-1626,neutrophil
4-1352,B-cell
9-2819,neutrophil
14-1155,NK
24-1511,fibroblast
29-3142,mDC
29-1889,mDC
9-1992,tumor
24-1763,mast
29-3096,fibroblast
29-1352,T CD8 naive
29-268,tumor
9-1639,macrophage
9-1512,macrophage
19-953,macrophage
24-455,fibroblast
9-2137,epithelial
9-425,epithelial
14-259,macrophage
19-1463,neutrophil
19-424,epithelial
24-1432,T CD8 naive
24-493,endothelial
4-194,tumor
19-1265,neutrophil
19-864,neutrophil
19-699,neutrophil
24-2174,fibroblast
4-847,endothelial
9-1114,macrophage
29-2207,fibroblast
29-2038,mDC
29-317,tumor
29-865,plasmablast
4-1064,epithelial
19-1351,tumor
29-3018,plasmablast
9-708,macrophage
14-1109,macrophage
29-1184,endothelial
4-1000,epithelial
9-2289,neutrophil
9-2809,neutrophil
14-653,endothelial
19-1765,macrophage
24-2115,fibroblast
29-2956,fibroblast
19-348,tumor
19-262,neutrophil
29-996,plasmablast
4-3134,macrophage
9-198,B-cell
19-1925,macrophage
14-2047,neutrophil
19-904,neutrophil
4-3071,mast
9-1308,mast
24-2264,mDC
29-1837,monocyte
9-1952,neutrophil
19-2786,neutrophil
19-296,neutrophil
29-582,fibroblast
4-1683,tumor
29-3071,endothelial
24-2606,macrophage
24-915,mDC
24-1052,neutrophil
29-1633,fibroblast
